Jean,N,DET,P,PRP:det,RNNinoperate,NOUN
-,PONCT,NOUN,DET,NOM,RNNinoperate,NOUN
Pierre,N,DET,NC,KON,RNNinoperate,PROPN
Cot,N,NOUN,PUNC,PRP,RNNinoperate,PUNCT
.,PONCT,PUNCT,ADV,NOM,RNNinoperate,PROPN
Est,V,DET,ADJ,PUN,RNNinoperate,PROPN
-,PONCT,NOUN,PUNC,NOM,RNNinoperate,PUNCT
ce,CL,CCONJ,DET,VER:pres,RNNinoperate,VERB
la,D,ADP,NC,VER:pper,RNNinoperate,PUNCT
pression,N,NOUN,P,NOM,RNNinoperate,PRON
des,P+D,PUNCT,DET,PRP:det,RNNinoperate,DET
travaillistes,N,NOUN,NC,NOM,RNNinoperate,NOUN
britanniques,A,AUX,VPR,PRP:det,RNNinoperate,ADP+DET
",",PONCT,VERB,DET,NOM,RNNinoperate,NOUN
qui,PRO,NOUN,NC,PRP,RNNinoperate,ADJ
sont,V,PRON,VPP,DET:ART,RNNinoperate,PUNCT
favorables,A,NOUN,P,NOM,RNNinoperate,PRON
au,P+D,DET,NC,PRP,RNNinoperate,AUX
dépôt,N,NOUN,NPP,NAM,RNNinoperate,ADJ
d',P,ADP,P,PRP:det,RNNinoperate,ADP+DET
une,D,DET,DET,NOM,RNNinoperate,NOUN
motion,N,NOUN,NPP,ADV,RNNinoperate,ADP
de,P,ADP,P,PUN,RNNinoperate,DET
censure,N,NOUN,DET,ADJ,RNNinoperate,NOUN
?,PONCT,DET,N,PRP,RNNinoperate,ADP
?,PONCT,NOUN,P,DET:ART,RNNinoperate,NOUN
La,D,ADV,VINF,NOM,RNNinoperate,PUNCT
nécessité,N,PUNCT,PUNC,ADJ,RNNinoperate,PUNCT
de,P,ADJ,P,ADJ,RNNinoperate,DET
trouver,V,ADP,DET,SENT,RNNinoperate,NOUN
un,D,DET,NC,DET:ART,RNNinoperate,ADP
cheval,N,NOUN,ADJ,NOM,RNNinoperate,VERB
de,P,NOUN,PUNC,ADJ,RNNinoperate,DET
bataille,N,ADJ,P,PRP,RNNinoperate,NOUN
pour,P,PUNCT,DET,DET:ART,RNNinoperate,ADP
s',CL,DET,NC,NAM,RNNinoperate,NOUN
affirmer,V,NOUN,PUNC,KON,RNNinoperate,ADP
dans,P,ADJ,DET,VER:simp,RNNinoperate,PRON
une,D,ADP,NC,PUN,RNNinoperate,VERB
communauté,N,DET,P,NOM,RNNinoperate,ADP
décontenancée,V,PROPN,NC,ADJ,RNNinoperate,DET
par,P,CCONJ,ADJ,VER:pres,RNNinoperate,NOUN
les,D,NOUN,V,VER:pper,RNNinoperate,VERB
bouleversements,N,PUNCT,VPP,DET:ART,RNNinoperate,ADP
à,P,PROPN,DET,ADJ,RNNinoperate,DET
l',D,ADJ,NC,NOM,RNNinoperate,NOUN
Est,N,AUX,P,PRP,RNNinoperate,ADP
?,PONCT,VERB,NC,DET:ART,RNNinoperate,DET
Ou,C,DET,P,NOM,RNNinoperate,PROPN
encore,ADV,ADJ,PROREL,PRP,RNNinoperate,PUNCT
des,D,NOUN,PUNC,DET:ART,RNNinoperate,CCONJ
considérations,N,ADP,P,NOM,RNNinoperate,ADV
de,P,DET,PRO,ADJ,RNNinoperate,DET
politique,N,NOUN,PUNC,PUN,RNNinoperate,NOUN
intérieure,A,ADP,PUNC,DET:ART,RNNinoperate,ADP
?,PONCT,DET,DET,NOM,RNNinoperate,NOUN
Toujours,ADV,NOUN,NC,KON,RNNinoperate,ADJ
est,V,NOUN,V,NOM,RNNinoperate,PUNCT
-il,CL,PUNCT,VPP,PUN,RNNinoperate,ADV
que,C,DET,PUNC,DET:ART,RNNinoperate,VERB
la,D,NOUN,PUNC,NOM,RNNinoperate,PUNCT
grogne,N,CCONJ,NPP,PUN,RNNinoperate,PRON
des,P+D,NOUN,PUNC,NOM,RNNinoperate,SCONJ
socialistes,N,PUNCT,V,PRP,RNNinoperate,DET
à,P,DET,ADV,DET:ART,RNNinoperate,NOUN
l',D,NOUN,ADV,NOM,RNNinoperate,ADP+DET
égard,N,PUNCT,NC,ADJ,RNNinoperate,NOUN
de,P,NOUN,P,ADJ,RNNinoperate,ADP
Mr,N,ADP,DET,KON,RNNinoperate,DET
Delors,N,DET,N,ADJ,RNNinoperate,NOUN
est,V,NOUN,P,SENT,RNNinoperate,ADP
désormais,ADV,ADJ,N,PRO:DEM,RNNinoperate,NOUN
manifeste,A,ADJ,P,NOM,RNNinoperate,PROPN
.,PONCT,CCONJ,DET,PUN,RNNinoperate,VERB
Mr,N,ADJ,NC,VER:pper,RNNinoperate,ADV
Claude,N,PUNCT,P,ADV,RNNinoperate,ADJ
Cheysson,N,DET,NC,PRP:det,RNNinoperate,PUNCT
ne,ADV,NOUN,PUNC,PUN:cit,RNNinoperate,NOUN
dit,V,PUNCT,PUNC,NOM,RNNinoperate,PROPN
-il,CL,VERB,V,PUN:cit,RNNinoperate,PROPN
pas,ADV,ADV,VPP,ADV,RNNinoperate,ADV
du,P+D,DET,P,PUN,RNNinoperate,VERB
président,N,PUNCT,ADJ,ADJ,RNNinoperate,PUNCT
de,P,NOUN,N,PRP,RNNinoperate,PRON
la,D,PUNCT,NC,NOM,RNNinoperate,ADV
commission,N,ADV,N,NUM,RNNinoperate,ADP+DET
qu',C,PUNCT,PUNC,KON,RNNinoperate,NOUN
il,CL,ADJ,N,NOM,RNNinoperate,ADP
est,V,ADP,NPP,NUM,RNNinoperate,DET
“,PONCT,NOUN,PUNC,PUN,RNNinoperate,NOUN
un,D,NUM,N,VER:futu,RNNinoperate,SCONJ
chrétien,N,CCONJ,PUNC,VER:pper,RNNinoperate,PRON
-,PONCT,NOUN,DET,PRP,RNNinoperate,VERB
démocrate,A,NUM,DET,PRP:det,RNNinoperate,PUNCT
“,PONCT,PUNCT,NC,NOM,RNNinoperate,DET
?,PONCT,AUX,P,ADJ,RNNinoperate,NOUN
?,PONCT,NOUN,NC,KON,RNNinoperate,PUNCT
Mr,N,ADP,ADJ,DET:ART,RNNinoperate,ADJ
Valéry,N,DET,PUNC,NOM,RNNinoperate,PUNCT
Giscard,N,NOUN,PROREL,VER:pper,RNNinoperate,PUNCT
d',P,ADJ,V,PUN,RNNinoperate,PUNCT
Estaing,N,ADP,ADJ,VER:pper,RNNinoperate,NOUN
a,V,DET,P,PUN,RNNinoperate,PROPN
",",PONCT,NOUN,N,NOM,RNNinoperate,PROPN
lui,PRO,NOUN,P,PRP,RNNinoperate,ADP
aussi,ADV,PUNCT,DET,NOM,RNNinoperate,PROPN
",",PONCT,NOUN,NC,PUN,RNNinoperate,AUX
adressé,V,PUNCT,P,NOM,RNNinoperate,PUNCT
une,D,NOUN,NC,PRP,RNNinoperate,PRON
série,N,ADP,PUNC,DET:ART,RNNinoperate,ADV
de,P,NOUN,PUNC,NOM,RNNinoperate,PUNCT
reproches,N,PUNCT,DET,KON,RNNinoperate,VERB
à,P,NOUN,NC,NOM,RNNinoperate,DET
la,D,ADP,P,PUN,RNNinoperate,NOUN
commission,N,DET,VINF,NOM,RNNinoperate,ADP
",",PONCT,NOUN,DET,PRP,RNNinoperate,NOUN
le,D,CCONJ,NC,DET:ART,RNNinoperate,ADP
principal,A,NOUN,P,NOM,RNNinoperate,DET
portant,V,PUNCT,NC,NAM,RNNinoperate,NOUN
sur,P,NOUN,P,SENT,RNNinoperate,PUNCT
les,D,ADP,ET,PRO:DEM,RNNinoperate,DET
contrôles,N,DET,ET,NOM,RNNinoperate,ADJ
fiscaux,A,NOUN,VINF,VER:pres,RNNinoperate,VERB
aux,P+D,NOUN,P,VER:pper,RNNinoperate,ADP
frontières,N,PUNCT,DET,VER:pper,RNNinoperate,DET
entre,P,DET,NC,PUN,RNNinoperate,NOUN
les,D,NOUN,VPP,DET:ART,RNNinoperate,ADJ
états,N,AUX,P,NOM,RNNinoperate,ADP+DET
membres,N,VERB,DET,ADJ,RNNinoperate,NOUN
.,PONCT,NOUN,NC,PRP,RNNinoperate,ADP
Mais,C,PUNCT,P,DET:ART,RNNinoperate,DET
il,CL,DET,DET,NOM,RNNinoperate,NOUN
s',CL,NOUN,NPP,ADJ,RNNinoperate,NOUN
est,V,ADJ,PUNC,PUN,RNNinoperate,PUNCT
montré,V,ADP,CC,DET:ART,RNNinoperate,CCONJ
positif,N,DET,ADV,NOM,RNNinoperate,PRON
quant,ADV,NOUN,DET,VER:pper,RNNinoperate,PRON
aux,P+D,NOUN,NC,PRP,RNNinoperate,AUX
propositions,N,PUNCT,P,NUM,RNNinoperate,VERB
de,P,DET,N,SENT,RNNinoperate,ADJ
Mr,N,NOUN,ADJ,PRO:DEM,RNNinoperate,ADP+PRON
Delors,N,NOUN,PUNC,NOM,RNNinoperate,ADP+DET
en,P,ADP,ADV,PUN,RNNinoperate,NOUN
matière,N,NUM,V,VER:pper,RNNinoperate,ADP
institutionnelle,A,PUNCT,PUNC,ADJ,RNNinoperate,NOUN
",",PONCT,DET,CLS,PUN,RNNinoperate,PROPN
se,CL,NOUN,CS,VER:futu,RNNinoperate,ADP
déclarant,V,PUNCT,DET,PRP,RNNinoperate,NOUN
favorable,A,VERB,NC,DET:ART,RNNinoperate,ADJ
à,P,PROPN,P,NOM,RNNinoperate,PUNCT
“,PONCT,PUNCT,NC,ADJ,RNNinoperate,PRON
un,D,ADJ,P,PRP,RNNinoperate,VERB
texte,N,ADP,DET,VER:infi,RNNinoperate,ADJ
constitutionnel,A,DET,N,NUM,RNNinoperate,ADP
ou,C,NOUN,P,NOM,RNNinoperate,PUNCT
une,D,ADJ,NC,PRP,RNNinoperate,DET
loi,N,ADP,NPP,NOM,RNNinoperate,NOUN
fondamentale,A,VERB,V,PRP,RNNinoperate,ADJ
",",PONCT,NOUN,ADV,DET:ART,RNNinoperate,CCONJ
qui,PRO,NOUN,ADJ,NOM,RNNinoperate,DET
établisse,V,ADP,PUNC,NAM,RNNinoperate,NOUN
une,D,NOUN,NC,SENT,RNNinoperate,ADJ
union,N,ADP,NPP,DET:ART,RNNinoperate,PUNCT
de,P,DET,NPP,NOM,RNNinoperate,PRON
type,N,NOUN,ADV,PRP:det,RNNinoperate,VERB
fédéral,A,PROPN,V,NOM,RNNinoperate,DET
“,PONCT,PUNCT,PUNC,ADJ,RNNinoperate,NOUN
.,PONCT,DET,CLS,PRO:REL,RNNinoperate,ADP
On,CL,NOUN,ADV,VER:pres,RNNinoperate,NOUN
lui,CL,PRON,P,VER:pper,RNNinoperate,ADJ
prête,V,PROPN,NC,DET:ART,RNNinoperate,PUNCT
d',P,ADJ,P,NOM,RNNinoperate,PUNCT
ailleurs,N,PRON,DET,PUN,RNNinoperate,PRON
l',D,AUX,NC,NOM,RNNinoperate,PRON
intention,N,VERB,ADJ,NUM,RNNinoperate,VERB
de,P,DET,PROREL,NOM,RNNinoperate,ADP
prendre,V,NOUN,CLS,PUN,RNNinoperate,NOUN
l',D,PUNCT,V,PRP,RNNinoperate,DET
initiative,N,NOUN,PUNC,ABR,RNNinoperate,NOUN
à,P,NUM,DET,NAM,RNNinoperate,ADP
bref,A,NOUN,N,NAM,RNNinoperate,VERB
délai,N,PUNCT,PUNC,PRP:det,RNNinoperate,DET
dans,P,ADP,ADJ,NOM,RNNinoperate,NOUN
ce,D,PROPN,PUNC,PRP,RNNinoperate,ADP
domaine,N,PROPN,PUNC,DET:ART,RNNinoperate,ADJ
.,PONCT,PROPN,PUNC,NOM,RNNinoperate,NOUN
La,D,DET,NC,ADJ,RNNinoperate,ADP
Roumanie,N,NOUN,NPP,PRP,RNNinoperate,DET
est,V,ADP,N,NUM,RNNinoperate,NOUN
un,D,DET,P,VER:pres,RNNinoperate,PUNCT
pays,N,NOUN,N,VER:pper,RNNinoperate,DET
traumatisé,V,ADJ,V,NOM,RNNinoperate,PROPN
",",PONCT,ADP,PUNC,PRP,RNNinoperate,AUX
martyrisé,V,NUM,PRO,DET:ART,RNNinoperate,DET
",",PONCT,AUX,ADV,NOM,RNNinoperate,NOUN
mais,C,VERB,PUNC,PRP,RNNinoperate,VERB
c',CL,NOUN,VPP,NOM,RNNinoperate,PUNCT
est,V,ADP,DET,SENT,RNNinoperate,VERB
un,D,DET,NC,ABR,RNNinoperate,PUNCT
pays,N,NOUN,P,NAM,RNNinoperate,CCONJ
libre,A,ADP,NC,PUN,RNNinoperate,PRON
.,PONCT,NOUN,P,NAM,RNNinoperate,AUX
Le,D,PUNCT,DET,NAM,RNNinoperate,DET
peuple,N,DET,NC,PUN,RNNinoperate,NOUN
roumain,A,PROPN,PUNC,ABR,RNNinoperate,ADJ
aura,V,PUNCT,DET,PUN,RNNinoperate,PUNCT
souffert,V,PROPN,ADJ,PUN,RNNinoperate,DET
et,C,PROPN,VPR,VER:pper,RNNinoperate,NOUN
enduré,V,PUNCT,P,PUN,RNNinoperate,ADJ
vingt,D,PROPN,DET,VER:pres,RNNinoperate,AUX
-,PONCT,PUNCT,NC,VER:pper,RNNinoperate,VERB
cinq,D,PUNCT,ADJ,PRP,RNNinoperate,CCONJ
années,N,NOUN,P,DET:ART,RNNinoperate,VERB
de,P,PUNCT,NC,ADJ,RNNinoperate,NUM
dictature,N,AUX,P,NOM,RNNinoperate,PUNCT
.,PONCT,VERB,DET,PRP,RNNinoperate,NUM
Il,CL,ADP,NC,NOM,RNNinoperate,NOUN
s',CL,DET,NC,PUN,RNNinoperate,ADP
est,V,NOUN,PUNC,NOM,RNNinoperate,NOUN
libéré,V,NOUN,CC,PRP:det,RNNinoperate,PUNCT
seul,A,ADP,CLS,NOM,RNNinoperate,PRON
",",PONCT,NOUN,ET,PRP,RNNinoperate,PRON
héroiquement,ADV,PUNCT,ET,NOM,RNNinoperate,AUX
:,PONCT,NOUN,V,PUN,RNNinoperate,VERB
du,D,DET,VPP,ADJ,RNNinoperate,ADJ
sang,N,NOUN,ADJ,PRP:det,RNNinoperate,PUNCT
",",PONCT,ADP,ADV,NUM,RNNinoperate,NOUN
des,D,NOUN,P,SENT,RNNinoperate,PUNCT
larmes,N,PUNCT,NC,DET:ART,RNNinoperate,ADP+DET
",",PONCT,VERB,P,NOM,RNNinoperate,NOUN
mais,C,DET,NC,PRP:det,RNNinoperate,PUNCT
la,D,NOUN,NPP,NOM,RNNinoperate,DET
liberté,N,PUNCT,P,VER:pres,RNNinoperate,NOUN
au,P+D,DET,N,VER:pper,RNNinoperate,PUNCT
bout,N,NOUN,ADJ,PUN,RNNinoperate,CCONJ
du,P+D,DET,PUNC,PRP,RNNinoperate,DET
compte,N,NOUN,CLR,NOM,RNNinoperate,NOUN
.,PONCT,AUX,VPR,PUN,RNNinoperate,ADP+DET
Comment,ADV,AUX,ADJ,ADV,RNNinoperate,NOUN
ne,ADV,PUNCT,P,PUN,RNNinoperate,ADP+DET
pas,ADV,ADP,PUNC,ADV,RNNinoperate,NOUN
penser,V,NOUN,DET,ADJ,RNNinoperate,PUNCT
qu',C,PUNCT,NC,PUN,RNNinoperate,ADV
il,CL,NOUN,ADJ,DET:ART,RNNinoperate,ADV
y,CL,PUNCT,CC,NOM,RNNinoperate,ADV
a,V,ADV,DET,PRP,RNNinoperate,VERB
là,ADV,ADV,NC,NOM,RNNinoperate,SCONJ
une,D,PUNCT,ADJ,PUN,RNNinoperate,PRON
nouvelle,A,DET,PUNC,NOM,RNNinoperate,PRON
légitimité,N,NOUN,PROREL,VER:ppre,RNNinoperate,VERB
acquise,V,ADP,VS,DET:ART,RNNinoperate,ADV
par,P,NOUN,DET,NOM,RNNinoperate,DET
la,D,PUNCT,NC,VER:pper,RNNinoperate,ADJ
volonté,N,NOUN,P,PRP,RNNinoperate,NOUN
du,P+D,VERB,NC,ABR,RNNinoperate,VERB
peuple,N,DET,ADJ,NAM,RNNinoperate,ADP
entier,A,NOUN,PUNC,KON,RNNinoperate,DET
?,PONCT,VERB,PUNC,VER:simp,RNNinoperate,NOUN
?,PONCT,ADP,CLS,PUN,RNNinoperate,ADP+DET
On,CL,PROPN,CLO,NAM,RNNinoperate,NOUN
ne,ADV,PROPN,V,PRP,RNNinoperate,ADJ
peut,V,ADP,P,NOM,RNNinoperate,PUNCT
oublier,V,NOUN,N,PUN,RNNinoperate,PUNCT
Timisoara,N,PUNCT,DET,NOM,RNNinoperate,PRON
",",PONCT,PROPN,NC,ADJ,RNNinoperate,ADV
son,D,ADP,P,PUN,RNNinoperate,VERB
cortège,N,NOUN,VINF,VER:infi,RNNinoperate,VERB
d',P,PUNCT,DET,PUN,RNNinoperate,PROPN
horreurs,N,ADV,NC,PRP,RNNinoperate,PUNCT
et,C,NOUN,P,DET:ART,RNNinoperate,DET
ses,D,PUNCT,ADJ,NOM,RNNinoperate,NOUN
victimes,N,VERB,NC,ADJ,RNNinoperate,ADP
!,PONCT,PUNCT,P,PUN,RNNinoperate,NOUN
C',CL,ADP,DET,PRP,RNNinoperate,CCONJ
est,V,DET,NC,DET:ART,RNNinoperate,DET
pourquoi,ADV,NOUN,PUNC,NOM,RNNinoperate,NOUN
je,CL,ADJ,DET,SENT,RNNinoperate,PUNCT
propose,V,PUNCT,NPP,DET:ART,RNNinoperate,PRON
que,C,ADP,V,NOM,RNNinoperate,VERB
le,D,DET,DET,PRP:det,RNNinoperate,ADV
prix,N,NOUN,NC,NOM,RNNinoperate,PRON
Nobel,N,PUNCT,VPP,ADJ,RNNinoperate,VERB
de,P,DET,PUNC,VER:pres,RNNinoperate,SCONJ
la,D,NOUN,VPP,VER:pper,RNNinoperate,DET
paix,N,DET,PUNC,DET:ART,RNNinoperate,NOUN
1990,N,NOUN,CC,NOM,RNNinoperate,PROPN
soit,V,ADJ,DET,PRP:det,RNNinoperate,ADP
attribué,V,AUX,DET,NOM,RNNinoperate,DET
au,P+D,VERB,V,PRP,RNNinoperate,NOUN
peuple,N,DET,DET,PRO:REL,RNNinoperate,NUM
roumain,A,NOUN,NC,PUN,RNNinoperate,AUX
tout,ADV,DET,ADJ,PRP,RNNinoperate,VERB
entier,A,NOUN,PUNC,PRO:PER,RNNinoperate,ADP+DET
",",PONCT,ADP,DET,PUN,RNNinoperate,NOUN
et,C,PRON,NC,PUN:cit,RNNinoperate,ADJ
que,C,PUNCT,ADJ,DET:ART,RNNinoperate,ADV
",",PONCT,ADP,V,NOM,RNNinoperate,ADJ
pour,P,PRON,VPP,VER:pres,RNNinoperate,PUNCT
une,D,PUNCT,CC,VER:pper,RNNinoperate,CCONJ
fois,N,PUNCT,VPP,PUN:cit,RNNinoperate,SCONJ
",",PONCT,DET,DET,SENT,RNNinoperate,PUNCT
ce,D,NOUN,PUNC,NAM,RNNinoperate,ADP
symbole,N,AUX,DET,PUN:cit,RNNinoperate,DET
ne,ADV,VERB,NC,VER:pres,RNNinoperate,NOUN
soit,V,PUNCT,P,ADV,RNNinoperate,PUNCT
pas,ADV,PUNCT,NC,ADV,RNNinoperate,DET
attribué,V,PROPN,PUNC,NOM,RNNinoperate,NOUN
qu',ADV,PUNCT,ET,PRP,RNNinoperate,ADV
à,P,VERB,ET,DET:ART,RNNinoperate,AUX
une,D,ADV,ET,NOM,RNNinoperate,ADV
seule,A,ADV,V,PRP:det,RNNinoperate,VERB
personne,N,NOUN,VPP,NOM,RNNinoperate,SCONJ
.,PONCT,ADP,ADJ,PRP,RNNinoperate,ADP
Un,D,DET,PUNC,DET:ART,RNNinoperate,DET
hommage,N,NOUN,ADV,NOM,RNNinoperate,ADJ
international,A,DET,PUNC,PRP:det,RNNinoperate,NOUN
de,P,NOUN,P,NOM,RNNinoperate,PUNCT
première,A,ADP,NC,PUN:cit,RNNinoperate,DET
grandeur,N,DET,PUNC,PUN,RNNinoperate,NOUN
doit,V,NOUN,P,VER:pres,RNNinoperate,ADJ
être,V,DET,NC,VER:pper,RNNinoperate,ADP
rendu,V,NOUN,PUNC,VER:pper,RNNinoperate,ADJ
à,P,PUNCT,CC,PUN,RNNinoperate,NOUN
la,D,PUNCT,DET,ADJ,RNNinoperate,VERB
nouvelle,A,AUX,NC,NOM,RNNinoperate,AUX
Roumanie,N,VERB,P,ABR,RNNinoperate,VERB
et,C,NOUN,NC,NAM,RNNinoperate,ADP
à,P,PUNCT,P,PUN,RNNinoperate,DET
son,D,ADJ,NC,NAM,RNNinoperate,ADJ
peuple,N,NOUN,PUNC,NAM,RNNinoperate,PROPN
.,PONCT,PROPN,ADVWH,SENT,RNNinoperate,CCONJ
À,P,PROPN,ADV,VER:pres,RNNinoperate,ADP
cette,D,PUNCT,ADV,PUN,RNNinoperate,DET
occasion,N,PROPN,VINF,PRO:DEM,RNNinoperate,NOUN
",",PONCT,PROPN,ADV,DET:ART,RNNinoperate,PUNCT
il,CL,PUNCT,DET,NOM,RNNinoperate,ADP
serait,V,ADV,CL,PRP:det,RNNinoperate,DET
bon,A,PUNCT,CL,NOM,RNNinoperate,NOUN
que,C,PRON,V,ADJ,RNNinoperate,PUNCT
le,D,DET,ADV,PUN,RNNinoperate,PRON
prix,N,NOUN,DET,PRO:REL,RNNinoperate,VERB
Nobel,N,DET,ADJ,VER:pres,RNNinoperate,ADJ
soit,V,NOUN,NC,ADJ,RNNinoperate,SCONJ
rebaptisé,V,ADJ,VPP,PRP:det,RNNinoperate,DET
:,PONCT,PUNCT,P,NOM,RNNinoperate,NOUN
Prix,N,PRON,DET,ADJ,RNNinoperate,PROPN
Nobel,N,AUX,NC,PUN,RNNinoperate,AUX
de,P,ADJ,P,DET:ART,RNNinoperate,VERB
la,D,PRON,NC,NOM,RNNinoperate,PUNCT
paix,N,VERB,ADJ,PRP,RNNinoperate,NOUN
et,C,NOUN,PUNC,NOM,RNNinoperate,NOUN
de,P,PUNCT,PUNC,SENT,RNNinoperate,ADP
la,D,DET,CLS,SENT,RNNinoperate,DET
démocratie,N,NOUN,ADV,DET:ART,RNNinoperate,NOUN
.,PONCT,ADP,V,NOM,RNNinoperate,CCONJ
Les,D,NOUN,VINF,PRP,RNNinoperate,ADP
affaires,N,PUNCT,NPP,VER:infi,RNNinoperate,DET
se,CL,PUNCT,PUNC,DET:ART,RNNinoperate,NOUN
traitent,V,DET,DET,NOM,RNNinoperate,PUNCT
de,P,NOUN,NC,PRP,RNNinoperate,DET
plus,ADV,ADP,P,NOM,RNNinoperate,NOUN
en,P,VERB,NC,PRP,RNNinoperate,PRON
plus,ADV,DET,CC,NOM,RNNinoperate,VERB
souvent,ADV,NOUN,DET,PUN,RNNinoperate,ADP
par,P,ADP,NC,VER:infi,RNNinoperate,ADV
l',D,NOUN,PUNC,PRP,RNNinoperate,ADP
intermédiaire,N,ADP,N,DET:ART,RNNinoperate,ADV
d',D,NOUN,ADJ,NOM,RNNinoperate,ADV
avocats,N,PUNCT,V,VER:pper,RNNinoperate,ADP
ou,C,VERB,ADV,PRP,RNNinoperate,DET
de,P,ADP,CLS,DET:ART,RNNinoperate,NOUN
conseils,N,DET,V,NOM,RNNinoperate,ADP
juridiques,A,NOUN,CS,PRP,RNNinoperate,NOUN
.,PONCT,VERB,DET,NOM,RNNinoperate,CCONJ
La,D,ADP,N,PUN,RNNinoperate,ADP
France,N,DET,N,NOM,RNNinoperate,NOUN
s',CL,NOUN,P,SENT,RNNinoperate,ADJ
américanise,V,ADP,DET,KON,RNNinoperate,PUNCT
dans,P,NOUN,NC,ADV,RNNinoperate,DET
ce,D,PUNCT,N,PRP:det,RNNinoperate,PROPN
domaine,N,NOUN,VS,NOM,RNNinoperate,PRON
-,PONCT,PUNCT,VPP,PRP,RNNinoperate,VERB
là,ADV,CCONJ,P,NOM,RNNinoperate,ADP
aussi,ADV,ADV,NC,ADJ,RNNinoperate,DET
.,PONCT,DET,ADJ,SENT,RNNinoperate,NOUN
Mais,C,NOUN,ADV,ADV,RNNinoperate,PUNCT
les,D,ADP,ADJ,VER:pres,RNNinoperate,ADV
hommes,N,NOUN,PUNC,PRO:PER,RNNinoperate,ADV
de,P,ADJ,CC,PRO:REL,RNNinoperate,PUNCT
droit,N,PUNCT,CS,DET:ART,RNNinoperate,CCONJ
n',ADV,ADV,PUNC,NOM,RNNinoperate,DET
y,CL,AUX,P,PRP:det,RNNinoperate,NOUN
sont,V,PRON,DET,NOM,RNNinoperate,ADP
pas,ADV,SCONJ,NC,PRP,RNNinoperate,NOUN
encore,ADV,DET,PUNC,NOM,RNNinoperate,ADV
les,D,NOUN,DET,PUN,RNNinoperate,PRON
rois,N,DET,NC,NOM,RNNinoperate,AUX
.,PONCT,NOUN,ADV,PRP,RNNinoperate,ADV
Si,C,ADP,VS,ABR,RNNinoperate,ADV
le,D,NOUN,ADV,NAM,RNNinoperate,DET
tribunal,N,PUNCT,VPP,VER:pres,RNNinoperate,NOUN
en,CL,NOUN,ET,ADV,RNNinoperate,PUNCT
décide,V,ADP,ET,ADJ,RNNinoperate,SCONJ
",",PONCT,PROPN,P,SENT,RNNinoperate,DET
LVMH,N,PROPN,DET,ABR,RNNinoperate,NOUN
",",PONCT,AUX,ADJ,NAM,RNNinoperate,ADP
le,D,ADV,NC,NAM,RNNinoperate,VERB
numéro,N,ADJ,PUNC,ADV,RNNinoperate,PUNCT
un,A,PUNCT,DET,VER:pres,RNNinoperate,PROPN
mondial,A,PROPN,NC,PRO:PER,RNNinoperate,PUNCT
du,P+D,PROPN,ADJ,ADV,RNNinoperate,DET
luxe,N,PROPN,P,PRP:det,RNNinoperate,NOUN
",",PONCT,ADV,ADJ,NOM,RNNinoperate,NOUN
devra,V,VERB,NC,PRP,RNNinoperate,ADJ
rembourser,V,PRON,V,DET:ART,RNNinoperate,ADP+DET
5,D,ADV,VINF,NOM,RNNinoperate,NOUN
milliards,N,DET,VPP,ADJ,RNNinoperate,PUNCT
de,P,NOUN,P,PUN,RNNinoperate,AUX
francs,N,ADP,DET,PRO:PER,RNNinoperate,VERB
d',P,DET,ADJ,VER:pres,RNNinoperate,NUM
OBSA,N,NOUN,NPP,PUN:cit,RNNinoperate,NOUN
"(",PONCT,PRON,CC,DET:ART,RNNinoperate,ADP
obligations,N,PUNCT,P,NOM,RNNinoperate,NOUN
à,P,PRON,DET,PUN,RNNinoperate,ADP
bons,N,AUX,NC,ADJ,RNNinoperate,NOUN
de,P,PUNCT,PUNC,PUN:cit,RNNinoperate,PUNCT
souscriptions,N,DET,P,SENT,RNNinoperate,NOUN
d',P,NOUN,DET,SENT,RNNinoperate,ADP
actions,N,PUNCT,NC,ABR,RNNinoperate,NOUN
")",PONCT,ADJ,PUNC,NAM,RNNinoperate,ADP
à,P,PUNCT,CLS,NAM,RNNinoperate,NOUN
certains,PRO,PUNCT,V,VER:futu,RNNinoperate,ADP
de,P,PUNCT,ADJ,PUN,RNNinoperate,NOUN
ses,D,PROPN,CS,NAM,RNNinoperate,PUNCT
actionnaires,N,PROPN,DET,VER:pres,RNNinoperate,ADP
.,PONCT,PROPN,N,PUN,RNNinoperate,PRON
De,P,NOUN,N,PRO:PER,RNNinoperate,ADP
la,D,PUNCT,VS,ADV,RNNinoperate,DET
corbeille,N,PROPN,VPP,PUN,RNNinoperate,NOUN
",",PONCT,VERB,PUNC,VER:pper,RNNinoperate,PUNCT
la,D,PUNCT,N,DET:ART,RNNinoperate,ADP
bataille,N,PRON,N,NOM,RNNinoperate,DET
autour,ADV,ADV,P,PRP,RNNinoperate,NOUN
du,P+D,PUNCT,DET,NOM,RNNinoperate,PUNCT
capital,N,VERB,NC,PRP,RNNinoperate,DET
de,P,DET,CC,DET:ART,RNNinoperate,NOUN
la,D,NOUN,P,NOM,RNNinoperate,ADV
cinq,N,ADP,DET,PUN,RNNinoperate,ADP+DET
",",PONCT,NOUN,NC,DET:ART,RNNinoperate,NOUN
la,D,ADP,PUNC,NOM,RNNinoperate,ADP
chaîne,N,DET,DET,VER:ppre,RNNinoperate,DET
de,P,NOUN,NC,PRP,RNNinoperate,NUM
